Iterations	Crammer (2 passages)	cross_entropy (4 passages)	GEL ( 4)	GLL (4)	Hinge (4)	Large_margin (m=1, 5 passages)	Large_margin (m=4, 1 passage)	Lee (4)	surrogate_double_hinge (2)	surrogate_exponential (2)	surrogate_hinge (3)	surrogate_hinge_squares (3)	surrogate_sigmoid (3)	surrogate_squares (3)
95500	0,1947984993	0,7751850337	0,4619397596	0,778962791	0,5527215209	0,7878289461	0,7725123316	0,7189812884	0,1001747549	0,4979954809	0,8191817453	0,8204495609	0,1001918912	0,824698468
96000	0,2626439333	0,7933799326	0,4825246707	0,7971576862	0,5839265557	0,7879728585	0,7507195771	0,7573242188	0,1000205576	0,4089226723	0,809210524	0,8098615656	0,1001918912	0,8277138174
96500	0,2348889709	0,7936112285	0,5261101872	0,7753135338	0,5824809801	0,7997121751	0,7912212163	0,727230683	0,099609375	0,4516344517	0,8019120047	0,8101014296	0,1005002856	0,8271998366
97000	0,2400287986	0,7966180108	0,5130037069	0,8001387753	0,5874473229	0,8082648039	0,7696340531	0,7534950636	0,1001233757	0,3394839764	0,7736430864	0,8213061939	0,100089093	0,8243900786
97500	0,2760587931	0,7849763557	0,4769222811	0,8039936237	0,5854877634	0,7655633241	0,792351976	0,7582236826	0,1004317403	0,4387849271	0,793825383	0,8292900225	0,1000891129	0,8280907323
98000	0,2194695771	0,8036852404	0,5183490962	0,7850277536	0,5816329168	0,7746916115	0,7023026347	0,7668071501	0,0999691486	0,1932051778	0,8033168862	0,8217859119	0,0991981824	0,8277480801
98500	0,250102818	0,7647769339	0,4846062921	0,7797080576	0,5697985254	0,7998972058	0,8036595434	0,7811986022	0,0999177694	0,2278988361	0,8100328942	0,8115405689	0,0995408495	0,8102384855
99000	0,2510279715	0,7951788642	0,4966848306	0,8059467487	0,5872096037	0,7861430973	0,7869037837	0,749203328	0,099557966	0,2262541056	0,8007469823	0,8191817403	0,0994723241	0,8111979167
99500	0,2353001833	0,8090820313	0,403602995	0,7952816635	0,5608167183	0,8076891482	0,7771381587	0,7375359796	0,1001747549	0,3127570152	0,8095189085	0,8304550399	0,1001576384	0,8253495047
100000	0,2075966001	0,7841282897	0,4984580465	0,7797337584	0,5674791737	0,7869860232	0,7808388174	0,7879317403	0,1002775431	0,3849712312	0,8206894199	0,8035224775	0,1000205477	0,8222313623
100500	0,2326274812	0,7922491767	0,4938836396	0,8089792356	0,5819348833			0,7207545303	0,0997635722	0,3122943938	0,8137335529	0,8115748366	0,1005002856	0,8309004903
101000	0,2445003986	0,805818256	0,5386513285	0,7818153799	0,5926963408			0,7450657934	0,1004317701	0,3160464466	0,8183251123	0,7926260978	0,1001576185	0,8170915594
101500	0,2594058514	0,7843081802	0,3273283243	0,7595857307	0,5326570217			0,747250203	0,1001233459	0,4098992646	0,8206894199	0,8251439134	0,100226144	0,8166803718
102000	0,2171052694	0,7972090878	0,2562705576	0,7769325674	0,5118793705			0,7955129519	0,1002775729	0,4235197306	0,7793311427	0,8280907373	0,0994380315	0,8178796619
102500	0,2238384187	0,8148643076	0,2839227095	0,7907843329	0,5283524422			0,7756733149	0,1000205874	0,3120888174	0,8104440769	0,8132538398	0,0997121731	0,8247669935
103000	0,2803248465	0,8026315793	0,3327251151	0,7834087126	0,5497725634			0,782689143	0,1002775431	0,4585217983	0,8137678156	0,8207579454	0,1654331088	0,818359375
103500	0,2318564951	0,7852333486	0,3620219976	0,8010639399	0,5450439453			0,7670898438	0,1002261639	0,4872018844	0,8152754953	0,8265830576	0,1073876023	0,8298725337
104000	0,2668585479	0,7988795228	0,3947368413	0,804379113	0,5662135063			0,7727693245	0,1009457409	0,3420024514	0,8073944598	0,7985540082	0,0997464458	0,8148300399
104500	0,2553454041	0,7876747549	0,4400442094	0,7740799785	0,5642860867			0,7699424364	0,0999691784	0,3493010104	0,8098958333	0,8306263685	0,0999862949	0,8206894199
105000	0,2036390007	0,806332238	0,3408717066	0,8138363473	0,5411698231			0,7336040363	0,099609375	0,4001850486	0,8207236826	0,8048245559	0,100089093	0,8263432036
105500	0,2338096201	0,7732576057	0,3962016851	0,8059724532	0,552310341			0,7416478209	0,0998663604	0,3429276347	0,8138706088	0,8086622804	0,0998149713	0,8182908446
106000	0,2632606924	0,7866981961	0,4451583102	0,7543688305	0,5623715073			0,7651624195	0,0998663604	0,287212193	0,8137335529	0,8078399102	0,0998835166	0,8199355801
106500	0,2576069236	0,7891652994	0,5168071464	0,7750051394	0,5846461272			0,8016807139	0,099609375	0,3272512257	0,8061266442	0,8118146956	0,1003631949	0,8218201747
107000	0,2779605389	0,7972090878	0,4923930839	0,7909899242	0,5896381587			0,766267471	0,099506557	0,3542866111	0,79882813	0,827028508	0,0998834968	0,8036252707
107500	0,2370476723	0,7971319929	0,5790758729	0,7475842871	0,5902099563			0,7608706802	0,0999691486	0,4097450674	0,8212034007	0,8299753269	0,100466013	0,8171943525
108000	0,2485094368	0,7985454351	0,640625	0,7994963005	0,6217940431			0,7681178041	0,1003289521	0,4364206493	0,8008155127	0,819216013	0,099232475	0,8250411203
108500	0,2719983459	0,7972347885	0,6780170612	0,7729235142	0,6300434275			0,6926398017	0,0997121632	0,4772306532	0,8171258221	0,815549612	0,1328467727	0,8144188623
109000	0,2811472118	0,8036595397	0,681949012	0,7771124616	0,6359670563			0,7753135264	0,0998663604	0,3287931681	0,814453125	0,8247669985	0,1001233459	0,8233278543
109500	0,2668585777	0,7749280408	0,6504677236	0,8134251609	0,6264198758			0,7832545228	0,1001747549	0,3006270528	0,7895764808	0,8164405177	0,1001233459	0,8219229728
110000	0,2244551778	0,786800988	0,6688939221	0,780864507	0,6152536487			0,7634405866	0,1000205576	0,1869860291	0,8195586652	0,8335389247	0,1001233657	0,8261376123
110500	0,2384868264	0,7918636948	0,6666324027	0,7695826441	0,616641392			0,7722553462	0,1001747549	0,2251233459	0,8209635417	0,7816611876	0,1002946695	0,8109237949
111000	0,2609477937	0,8105211742	0,5164730698	0,8042506166	0,5980481636			0,7922234759	0,099712193	0,349609375	0,8005413959	0,8199355801	0,0998492241	0,8207579503
111500	0,2084190249	0,7903217524	0,5371350795	0,8150699027	0,5877364399			0,7633377872	0,1002775431	0,2923519611	0,8187705626	0,8022889296	0,1003632148	0,8128083845
112000	0,2633634806	0,7691714652	0,5286030062	0,8118318245	0,5932424441			0,7791940831	0,0999177694	0,3723787069	0,8249040544	0,7994106362	0,1000205874	0,8191474775
112500	0,2590974569	0,8070775084	0,3917814493	0,7600483149	0,5545011824			0,7344264016	0,0998663604	0,4591385722	0,8103755514	0,8230537275	0,1004317403	0,820072641
113000	0,2561163604	0,7690686695	0,4283511564	0,7617701441	0,5538265826			0,7599969208	0,1000719666	0,5044202358	0,8227796058	0,8138706138	0,0998834968	0,8164747804
113500	0,2608449757	0,7980828546	0,546540916	0,7992393114	0,6011770144			0,7420847043	0,1002261639	0,447882399	0,8127741267	0,8297354728	0,1005002856	0,8232593189
114000	0,3080283701	0,8055355661	0,5438939109	0,7867238931	0,6110454351			0,7822265625	0,0999177694	0,2744140625	0,8138020883	0,8189761539	0,1001918713	0,8222998877
114500	0,2687088847	0,8231136948	0,5487510338	0,7618215457	0,6005987898			0,7604851983	0,1001747549	0,265625	0,8038651347	0,8241159519	0,1002946695	0,8283305913
115000	0,2845394611	0,8085423484	0,4414319545	0,7943307981	0,5822111405			0,7274362631	0,0999177694	0,2618215382	0,810546875	0,8141104678	0,1001918713	0,8291872243
115500	0,2661903501	0,7681692019	0,5563065335	0,7969777919	0,5969109694			0,7690172754	0,099660784	0,3937088847	0,8141447405	0,8167146345	0,1674205065	0,811403508
116000	0,2723581195	0,7837428041	0,596833881	0,7911184207	0,6110133063			0,7897306755	0,1001233459	0,3349609375	0,8179824551	0,8180509855	0,131578962	0,8254523029
116500	0,2614103556	0,7776521407	0,4559004977	0,809210524	0,5760433795			0,7732062042	0,1003289521	0,3761821687	0,8233278543	0,821648851	0,1001576384	0,8197642515
117000	0,2287726104	0,7641601525	0,4860454276	0,7972090915	0,5690468205			0,7749794386	0,1004831195	0,3577816784	0,8101356924	0,8211006025	0,1001233657	0,8117804229
117500	0,2665501535	0,7901161574	0,5284488052	0,7959755324	0,5952726621			0,7834344171	0,1004831195	0,4262952209	0,7985197405	0,8170230289	0,100226144	0,8280564696
118000	0,2827919424	0,7898077704	0,5713661499	0,8180252872	0,6154977875			0,7284642272	0,1005345285	0,3675472885	0,8111293862	0,798828125	0,0997807185	0,8167489072
118500	0,2844366729	0,8085423559	0,6192948148	0,8034025468	0,6289190976			0,7304430529	0,099660784	0,2716899812	0,8043791056	0,7985197355	0,1003289223	0,830934758
119000	0,2825863659	0,7866210975	0,6088867188	0,7974660769	0,6188900648			0,7974403799	0,0994551778	0,3426192403	0,7979029566	0,8218887001	0,1004317204	0,8288103044
119500	0,2840768993	0,775082238	0,6705900505	0,7808388211	0,6276470022			0,7267937921	0,099557966	0,2375617027	0,8186677645	0,8310375561	0,1001918912	0,8019462725
120000	0,2781661153	0,7894993834	0,6618780866	0,8099814951	0,6348812701			0,7475071922	0,0996607542	0,3539268076	0,810786734	0,8343955626	0,0999177893	0,8145901809
120500	0,2399773896	0,7819952741	0,6199115962	0,7939196154	0,6089509688			0,7633891851	0,1001233757	0,3439041972	0,8086280177	0,801398024	0,0992667079	0,8247669985
121000	0,2735916674	0,7964895144	0,6099403836	0,7787057906	0,614681839			0,7788342908	0,1001747549	0,3971525431	0,810546875	0,8391584406	0,1003974676	0,8133909007
121500	0,2813527882	0,7849249616	0,53047904	0,8136821575	0,6026097368			0,7472245023	0,0999691784	0,4068667889	0,8110608558	0,8325452358	0,1667351921	0,8116091043
122000	0,2787314951	0,8068462163	0,644968126	0,7873663642	0,6294780504			0,7824578509	0,1001747549	0,5073499233	0,8030084968	0,8262404054	0,1026247342	0,8065720995
122500	0,2766241729	0,799162209	0,6660413295	0,7942794003	0,6340267779			0,7695569545	0,099660784	0,3667763174	0,8100328942	0,8351493975	0,0999177496	0,8147272468
123000	0,2777035236	0,7763414867	0,6593081839	0,7998817861	0,6283087451			0,7672183402	0,1001747549	0,4525596201	0,8003357997	0,8228481362	0,0999862949	0,8240474214
123500	0,2765213847	0,8024516851	0,5794356577	0,8078741804	0,616570727			0,7882915288	0,0997121632	0,3188219666	0,8044133782	0,8069832772	0,0993009806	0,8324767003
124000	0,2862356007	0,7944335863	0,650082238	0,7941252105	0,6312191589			0,768400494	0,0992496014	0,3591180146	0,8003700674	0,8332990656	0,0997464458	0,8249725898
124500	0,2788856924	0,7755448148	0,7179790325	0,7947676778	0,6417943044			0,7646484375	0,099660784	0,2900390625	0,8143503318	0,8206551522	0,0994723042	0,8192845384
125000	0,2690172791	0,7707648054	0,6830026731	0,817228619	0,6350033442			0,7758018114	0,0998149514	0,37109375	0,8165775736	0,8137335529	0,1003974676	0,8201754391
125500	0,2793482542	0,7807617225	0,4836297333	0,775082238	0,579705487			0,7383840457	0,1000205576	0,3055098653	0,8230879953	0,8238760928	0,100226144	0,8157552034
126000	0,2701480389	0,7994963005	0,5614720397	0,8016293161	0,6081864238			0,7446032055	0,0994551778	0,3421052694	0,8144188573	0,8248697966	0,1006030838	0,8212034007
126500	0,2446546257	0,8085166514	0,4679276422	0,8069490157	0,5820119837			0,7583521754	0,0999691486	0,4743523747	0,8215117902	0,8295984119	0,1003632148	0,8232935866
127000	0,2440378368	0,8000102788	0,4837068208	0,7931486443	0,5802258952			0,74072266	0,1002261341	0,3597347736	0,7905701747	0,8257264296	0,1669408083	0,8132538398
127500	0,2827919424	0,7890881971	0,5274465531	0,8055612706	0,6012219908			0,71191407	0,1000719666	0,4213609993	0,8152069648	0,8048930913	0,0995751023	0,8126713286
128000	0,2641344666	0,7781147212	0,4326171987	0,8003700674	0,5688091135			0,7899362668	0,0998663604	0,4302528799	0,8079427034	0,8046875	0,099609375	0,8115748366
128500	0,2615645528	0,79296875	0,4730417281	0,8032483533	0,5827058461			0,7596628293	0,0999177694	0,3273540288	0,7991707772	0,8293928156	0,0993695259	0,8299068014
129000	0,2670641541	0,8100071959	0,5994037837	0,8018349111	0,6195775112			0,800472863	0,1002775729	0,2883429229	0,8148985704	0,8191474775	0,1001576384	0,8095874439
129500	0,2678865194	0,7805818208	0,6493369639	0,8040964231	0,6254754318			0,7621813305	0,1006373465	0,3618421257	0,818839093	0,8264459968	0,0999862949	0,8108209968
130000	0,2644942403	0,7774979435	0,5609066486	0,7940995097	0,5992495855			0,7450914867	0,0998149514	0,4689555913	0,8077713847	0,8234991779	0,1002261639	0,8216145833
130500	0,2641858459	0,7885228209	0,4851716608	0,762541119	0,5751053616			0,7719212584	0,099609375	0,3858963847	0,7853618413	0,8153440207	0,1002947092	0,8162006537
131000	0,295024693	0,8185906634	0,4688527957	0,7983912379	0,5952148475			0,7758789063	0,1000719666	0,5109991729	0,8064693014	0,8322368413	0,1000548204	0,8168517003
131500	0,2838713229	0,7744397558	0,4887952283	0,8018863052	0,5872481531			0,7267166935	0,1001747549	0,4561060965	0,8179824551	0,8198670497	0,0996436477	0,8175370047
132000	0,2825349271	0,7990594171	0,5188887678	0,7968492992	0,5993331028			0,7264340073	0,0999177694	0,4581620097	0,8028371731	0,8110951185	0,0997121533	0,8070860704
132500	0,26953125	0,7944849916	0,5235917047	0,7998046912	0,5968531594			0,7563990466	0,1002261639	0,3355777264	0,8043105801	0,8307976971	0,0989583333	0,8274739583
133000	0,2181332111	0,811703328	0,5542506166	0,8028114699	0,5967246564			0,8040964231	0,1000719368	0,2633120716	0,8147957822	0,8090049326	0,0998149713	0,8182223141
133500	0,1829769611	0,7997275926	0,5881990083	0,7869808823	0,5894711111			0,6946186274	0,1009971201	0,3407175243	0,8130139758	0,7982798765	0,0993009806	0,8185649713
134000	0,2914782166	0,7406455576	0,4467002377	0,7770096585	0,5639584176			0,768374797	0,1000719368	0,4186369181	0,8150699039	0,8073944598	0,1663582722	0,8231907884
134500	0,3070518076	0,7858758233	0,5930047221	0,8056383617	0,6228926787			0,7478926815	0,0997121632	0,4672594517	0,8036595384	0,8085594873	0,1215049426	0,8040707211
135000	0,2270764709	0,7968492992	0,6318873353	0,8020404987	0,614463401			0,7606136948	0,1001233757	0,2854646444	0,8053728044	0,8290844262	0,099609375	0,8004043301
135500	0,2654708028	0,8038651347	0,5431743413	0,7797080614	0,598054585			0,7862613089	0,0999691486	0,3238075674	0,812260141	0,8035567453	0,0996779005	0,8165775736
136000	0,2498972118	0,7447830997	0,5914114006	0,8121402115	0,5995579809			0,744577501	0,0998149812	0,2870065868	0,8010553718	0,8251781811	0,1001918912	0,8278508782
136500	0,2681948841	0,8071803004	0,5064247474	0,8043534122	0,596538336			0,7640573569	0,0991467834	0,1734683514	0,8132538398	0,8141789983	0,0999520222	0,8239103605
137000	0,2179276347	0,8001130745	0,5046515241	0,8109066598	0,5833997233			0,7689144798	0,1000719368	0,2899876833	0,7998560816	0,8124657323	0,1004317403	0,8263774663
137500	0,2726665139	0,7699167356	0,5836245902	0,8188476563	0,611263874			0,7596114278	0,1001233757	0,2102179229	0,7957099775	0,826171875	0,0992324551	0,8276110192
138000	0,2846936882	0,7986482307	0,6344058402	0,7967979051	0,628636416			0,7687602788	0,099660784	0,2311882973	0,8139391492	0,8160978605	0,0998492241	0,8192845384
138500	0,2718955576	0,8103412837	0,660464637	0,7839740962	0,6316688936			0,7687345818	0,0999691486	0,24609375	0,8128769149	0,827028513	0,0998149713	0,8170915544
139000	0,2989823222	0,80078125	0,6775030792	0,7863127105	0,6408948405			0,7831774279	0,1004317403	0,3707853556	0,8163719823	0,8355263174	0,1002604167	0,8294956138
139500	0,2657791972	0,7876490541	0,6936163679	0,779296875	0,6315853735			0,8001387753	0,0999177694	0,421155408	0,7886855801	0,8218201747	0,0999520421	0,8246642053
140000	0,2960526347	0,7750051394	0,6935392655	0,7962325215	0,6402073903			0,7532123774	0,1003803611	0,3208264709	0,812260141	0,8120545497	0,1005002856	0,8255208383
140500	0,3054584563	0,812988285	0,7137900963	0,7944592945	0,656674033			0,7585834712	0,099712193	0,3213918805	0,806880484	0,8231907934	0,0997806986	0,8228138685
141000	0,2758018076	0,7963867225	0,7179019339	0,8075657897	0,6494140634			0,7521330193	0,1003803611	0,3663651347	0,8190446844	0,8252467116	0,1001575987	0,8147615145
141500	0,2918379903	0,7841025926	0,7253032476	0,8057154603	0,6517398227			0,7869037837	0,1000719666	0,4304070473	0,8113349775	0,8220600337	0,0999520222	0,8251439134
142000	0,2815583944	0,7691714689	0,7265625	0,801912006	0,6448010923			0,7658819892	0,1001233459	0,4933182597	0,8140419424	0,8283305913	0,1004317403	0,8130825162
142500	0,2927631736	0,8060238436	0,499177631	0,7983398438	0,599076123			0,7754934207	0,1002261639	0,4650493413	0,8090392003	0,8210663348	0,0996779203	0,8082168301
143000	0,2905016243	0,8193873353	0,5220754556	0,793585524	0,6063874848			0,7522101104	0,1002775729	0,4066097736	0,8063322355	0,837273851	0,1002604167	0,8156866729
143500	0,2752878368	0,8026058823	0,5449732691	0,8035567403	0,6066059321			0,7618215457	0,1001233757	0,3668277264	0,8195586602	0,8345326235	0,0999177893	0,8219915032
144000	0,2752364278	0,7953073569	0,5369551741	0,7885485217	0,5990118701			0,7693770602	0,0997121632	0,3907277882	0,8255208333	0,7941337725	0,1005002856	0,8312431524
144500	0,2683491111	0,789859172	0,2327559516	0,8086451478	0,5249023456			0,7419562116	0,0997635722	0,1686369181	0,8165433109	0,8259662886	0,1003632148	0,829221492
145000	0,2877775729	0,7995733991	0,3087736368	0,8096731082	0,5514494292			0,7591231503	0,0994551778	0,2990337312	0,7995134294	0,8181537837	0,100466013	0,8323396395
145500	0,2762129903	0,7692999616	0,3917300403	0,7987510301	0,5589985056			0,7481239736	0,1000205576	0,2421875	0,8104783446	0,8085594873	0,0998149514	0,8286389808
146000	0,2843338847	0,8050986826	0,4366519302	0,7971062921	0,5807976974			0,7359683402	0,1001747549	0,3315172493	0,8305235753	0,822265625	0,1001919111	0,8304550449
146500	0,2679378986	0,7906301394	0,5781507045	0,7998046875	0,6091308575			0,7920949832	0,1002775431	0,3561369181	0,8234991779	0,8167146395	0,1001233459	0,8180167228
147000	0,2942022979	0,7847707644	0,5910516009	0,8066406287	0,619166323			0,7687859721	0,1001233459	0,3764391541	0,8199013174	0,8163034568	0,1002261639	0,8185649713
147500	0,2980057597	0,7867238894	0,4830900505	0,8211348653	0,5972386412			0,7663188688	0,1005345285	0,3785464466	0,813836351	0,82226563	0,0999177694	0,8287760367
148000	0,2901932299	0,7699938305	0,5997378752	0,8288788348	0,6222009426			0,7785516009	0,099660784	0,3783408552	0,8136307597	0,7986225287	0,1002946695	0,8288445721
148500	0,2793482542	0,7954358533	0,654296875	0,8066748877	0,6339389676			0,7703793198	0,0997121632	0,4529194236	0,8150356362	0,8327165544	0,099986275	0,8270970384
149000	0,2645456493	0,7943564989	0,6813579351	0,7698739022	0,6275334964			0,7442434207	0,0998663604	0,2835115194	0,7939624389	0,8338473141	0,1000548204	0,8098273029
149500	0,2849506438	0,802425988	0,7070569471	0,7949561377	0,6473474291			0,7828176431	0,0995065868	0,28125	0,820072641	0,8294956187	0,0998492241	0,8190789471
150000	0,2646484375	0,8245271407	0,5692845285	0,7954701235	0,6134825575			0,7880859375	0,1002775431	0,1501850188	0,8168174376	0,8070860753	0,0993352532	0,8301809231
