Iterations;Entropy;GEL;GLL;M-SVM Weston;M-SVM Lee;Surrogate Hinge;Surrogate Hinge Squares;Surrogate Squares;Surrogate Saturated Hinge;Surrogate Exponential;Surrogate Sigmoid;M-SVM Crammer
75000;0,772486642;0,576300375;0,756013572;0,569104644;0,780093543;0,802563046;0,806297973;0,816954499;0,099763572;0,316560447;0,100260397;0,171617985
75500;0,773951482;0,645456407;0,794536389;0,605475178;0,770327926;0,814590181;0,803522478;0,802494521;0,099609375;0,428710938;0,100328962;0,207956433
76000;0,766036186;0,518708896;0,74015728;0,557379481;0,742444485;0,807874178;0,770799066;0,811026588;0,099712193;0,188836366;0,099575102;0,204615563
76500;0,749074835;0,555561267;0,776726976;0,575015417;0,774516862;0,799993148;0,802905704;0,799410636;0,09991774;0,366570741;0,09967792;0,218698591
77000;0,766961351;0,579872534;0,802503083;0,582860046;0,737895768;0,795401593;0,817639803;0,819044679;0,099660784;0,351511091;0,100020568;0,182103217
77500;0,766370267;0,582468137;0,793200038;0,578786748;0,757915299;0,80084978;0,809004933;0,81332237;0,099917769;0,236996293;0,099438032;0,173108548
78000;0,789833468;0,477744661;0,796695106;0,563598632;0,774131373;0,77179276;0,801055377;0,769634048;0,099969178;0,151624173;0,10043176;0,190121293
78500;0,79268606;0,604337998;0,783177424;0,586515728;0,751439143;0,792077849;0,81174616;0,81640625;0,100688726;0,147049755;0,099300981;0,165861428
79000;0,78459087;0,66755756;0,803042762;0,616352279;0,752878293;0,7925233;0,797697365;0,803385422;0,099712163;0,324578553;0,100123366;0,210217923
79500;0,775493421;0,698190786;0,770790499;0,610113851;0,724352386;0,777754943;0,825349505;0,808696543;0,099763572;0,272101164;0,167009334;0,195980698
80000;0,766164679;0,682668582;0,793893915;0,601299081;0,719212577;0,817708338;0,834498361;0,807531526;0,100123346;0,432976961;0,133292238;0,162469149
80500;0,78256065;0,541375414;0,7863384;0,569933437;0,714509666;0,802323192;0,823087995;0,820895011;0,099969178;0,364155024;0,100157619;0,169459283
81000;0,769479848;0,430689767;0,80293997;0,552368167;0,746479239;0,80979304;0,82805647;0,819524398;0,100020558;0,317382813;0,100260397;0,206363082
81500;0,791092724;0,447342716;0,797337584;0,553415399;0,776161593;0,799376369;0,832339635;0,811437771;0,099300981;0,310392708;0,099986295;0,177888572
82000;0,792891655;0,506064963;0,76660157;0,570036238;0,800241575;0,804481909;0,809107731;0,816954494;0,10043174;0,386564553;0,100157619;0,214586765
82500;0,7865697;0,557128903;0,785284746;0,578722507;0,710140832;0,798040018;0,806263705;0,823807567;0,099969178;0,383840472;0,099849244;0,185906678
83000;0,79296875;0,468981288;0,770302218;0,559216947;0,754214641;0,782483553;0,81716009;0,82075795;0,099763542;0,399671063;0,100191911;0,204615533
83500;0,801449426;0,43009869;0,813733552;0,564620164;0,756656047;0,810307016;0,798040027;0,817571273;0,099969178;0,175986826;0,099883517;0,21319899
84000;0,75578228;0,464149877;0,752107319;0,54722194;0,754445929;0,804139252;0,811814691;0,821683114;0,10043174;0,14787215;0,100363215;0,216848284
84500;0,7708419;0,461785562;0,780016445;0,547414676;0,755371094;0,807976976;0,829221487;0,818667765;0,099917769;0,248972029;0,100123346;0,177014798
85000;0,781018708;0,5286287;0,811446339;0,581825658;0,753803454;0,805612663;0,813939149;0,827576752;0,100174755;0,20199424;0,100226144;0,206208885
85500;0,796669409;0,571263373;0,795410156;0,602937404;0,736199629;0,809279054;0,811746165;0,821306194;0,100071967;0,228618413;0,100089113;0,248406678
86000;0,795230266;0,59752775;0,794690587;0,596756782;0,73640522;0,802494516;0,827816606;0,813870619;0,099969149;0,304841697;0,10005482;0,199578524
86500;0,784822162;0,613615349;0,783305924;0,583958676;0,768785976;0,815823739;0,802665845;0,819044684;0,100174755;0,408768505;0,099849224;0,154091269
87000;0,809133429;0,307462994;0,785336144;0,530067846;0,764725536;0,804276312;0,77847451;0,811334978;0,100123346;0,291169792;0,100500286;0,218338817
87500;0,796129726;0,186523438;0,774979442;0,489084339;0,757786799;0,790604447;0,82415022;0,813425163;0,100740135;0,34765625;0,166940788;0,198704749
88000;0,78340872;0,217387959;0,769299958;0,496247949;0,745554067;0,804961622;0,819455867;0,822711075;0,100483149;0,400442034;0,167077859;0,214895159
88500;0,772563733;0,297748767;0,798262745;0,518901624;0,758994658;0,809176261;0,818941881;0,822539747;0,100174755;0,362972856;0,116502186;0,20703125
89000;0,789396588;0,340229243;0,788574219;0,537925319;0,791966487;0,802083333;0,793448463;0,819078947;0,099403799;0,353824019;0,100466013;0,233501226
89500;0,797311887;0,431769125;0,78040193;0,558253242;0,790116161;0,814830045;0,828399122;0,826514532;0,099506587;0,359220803;0,100500286;0,223530024
90000;0,79546155;0,470600333;0,782971833;0,569721427;0,779373974;0,811951752;0,814898575;0,815549617;0,099249601;0,393092096;0,10029467;0,229851991
90500;0,80281147;0,50688732;0,798828129;0,579981753;0,78600432;0,805338537;0,809141994;0,801329494;0,099763572;0,366108134;0,099814971;0,211400092
91000;0,769274257;0,446083464;0,787109375;0,56012284;0,717208061;0,804550439;0,817262883;0,808730806;0,100328922;0,371659145;0,099814971;0,238024265
91500;0,781712581;0,505345404;0,808233962;0,56825658;0,798519734;0,824390079;0,813459431;0,822813869;0,100226164;0,364925981;0,100328942;0,177734375
92000;0,802117597;0,536544006;0,801886309;0,596005092;0,780067846;0,797868699;0,827097038;0,809244792;0,099969149;0,345548928;0,100089093;0,243472457
92500;0,791015625;0,5049599;0,801269531;0,577765209;0,734452099;0,809758777;0,816303452;0,819078947;0,100328922;0,127467096;0,100226144;0,213815779
93000;0,766498763;0,515933394;0,812731292;0,585725483;0,770996098;0,803522478;0,797526042;0,817399949;0,099609375;0,335217923;0,099883497;0,247738481
93500;0,815301195;0,477693245;0,767783716;0,57261898;0,694541529;0,810615405;0,814418862;0,806743418;0,100123376;0,292094976;0,099712153;0,229697764
94000;0,792274874;0,375;0,805586968;0,551256683;0,797414679;0,821100603;0,831654335;0,825932016;0,100071967;0,317434222;0,099609355;0,23216489
94500;0,789550785;0,464920834;0,795461554;0,573801132;0,771664266;0,775801808;0,813459431;0,827336902;0,099095374;0,360865533;0,099780719;0,245271355
95000;0,778525904;0,493189767;0,786980879;0,569695729;0,716616985;0,797765901;0,809210524;0,813185304;0,099814981;0,493523836;0,099643648;0,220086366
95500;0,775185034;0,46193976;0,778962791;0,552721521;0,718981288;0,819181745;0,820449561;0,824698468;0,100174755;0,497995481;0,100191891;0,194798499
96000;0,793379933;0,482524671;0,797157686;0,583926556;0,757324219;0,809210524;0,809861566;0,827713817;0,100020558;0,408922672;0,100191891;0,262643933
96500;0,793611229;0,526110187;0,775313534;0,58248098;0,727230683;0,801912005;0,81010143;0,827199837;0,099609375;0,451634452;0,100500286;0,234888971
97000;0,796618011;0,513003707;0,800138775;0,587447323;0,753495064;0,773643086;0,821306194;0,824390079;0,100123376;0,339483976;0,100089093;0,240028799
97500;0,784976356;0,476922281;0,803993624;0,585487763;0,758223683;0,793825383;0,829290023;0,828090732;0,10043174;0,438784927;0,100089113;0,276058793
98000;0,80368524;0,518349096;0,785027754;0,581632917;0,76680715;0,803316886;0,821785912;0,82774808;0,099969149;0,193205178;0,099198182;0,219469577
98500;0,764776934;0,484606292;0,779708058;0,569798525;0,781198602;0,810032894;0,811540569;0,810238486;0,099917769;0,227898836;0,09954085;0,250102818
99000;0,795178864;0,496684831;0,805946749;0,587209604;0,749203328;0,800746982;0,81918174;0,811197917;0,099557966;0,226254106;0,099472324;0,251027972
99500;0,809082031;0,403602995;0,795281664;0,560816718;0,73753598;0,809518909;0,83045504;0,825349505;0,100174755;0,312757015;0,100157638;0,235300183
100000;0,78412829;0,498458047;0,779733758;0,567479174;0,78793174;0,82068942;0,803522478;0,822231362;0,100277543;0,384971231;0,100020548;0,2075966
100500;0,792249177;0,49388364;0,808979236;0,581934883;0,72075453;0,813733553;0,811574837;0,83090049;0,099763572;0,312294394;0,100500286;0,232627481
101000;0,805818256;0,538651329;0,78181538;0,592696341;0,745065793;0,818325112;0,792626098;0,817091559;0,10043177;0,316046447;0,100157619;0,244500399
101500;0,78430818;0,327328324;0,759585731;0,532657022;0,747250203;0,82068942;0,825143913;0,816680372;0,100123346;0,409899265;0,100226144;0,259405851
102000;0,797209088;0,256270558;0,776932567;0,511879371;0,795512952;0,779331143;0,828090737;0,817879662;0,100277573;0,423519731;0,099438032;0,217105269
102500;0,814864308;0,28392271;0,790784333;0,528352442;0,775673315;0,810444077;0,81325384;0,824766994;0,100020587;0,312088817;0,099712173;0,223838419
103000;0,802631579;0,332725115;0,783408713;0,549772563;0,782689143;0,813767816;0,820757945;0,818359375;0,100277543;0,458521798;0,165433109;0,280324847
103500;0,785233349;0,362021998;0,80106394;0,545043945;0,767089844;0,815275495;0,826583058;0,829872534;0,100226164;0,487201884;0,107387602;0,231856495
104000;0,798879523;0,394736841;0,804379113;0,566213506;0,772769325;0,80739446;0,798554008;0,81483004;0,100945741;0,342002451;0,099746446;0,266858548
104500;0,787674755;0,440044209;0,774079979;0,564286087;0,769942436;0,809895833;0,830626369;0,82068942;0,099969178;0,34930101;0,099986295;0,255345404
105000;0,806332238;0,340871707;0,813836347;0,541169823;0,733604036;0,820723683;0,804824556;0,826343204;0,099609375;0,400185049;0,100089093;0,203639001
105500;0,773257606;0,396201685;0,805972453;0,552310341;0,741647821;0,813870609;0,80866228;0,818290845;0,09986636;0,342927635;0,099814971;0,23380962
106000;0,786698196;0,44515831;0,754368831;0,562371507;0,76516242;0,813733553;0,80783991;0,81993558;0,09986636;0,287212193;0,099883517;0,263260692
106500;0,789165299;0,516807146;0,775005139;0,584646127;0,801680714;0,806126644;0,811814696;0,821820175;0,099609375;0,327251226;0,100363195;0,257606924
107000;0,797209088;0,492393084;0,790989924;0,589638159;0,766267471;0,79882813;0,827028508;0,803625271;0,099506557;0,354286611;0,099883497;0,277960539
107500;0,797131993;0,579075873;0,747584287;0,590209956;0,76087068;0,821203401;0,829975327;0,817194353;0,099969149;0,409745067;0,100466013;0,237047672
108000;0,798545435;0,640625;0,799496301;0,621794043;0,768117804;0,800815513;0,819216013;0,82504112;0,100328952;0,436420649;0,099232475;0,248509437
108500;0,797234789;0,678017061;0,772923514;0,630043428;0,692639802;0,817125822;0,815549612;0,814418862;0,099712163;0,477230653;0,132846773;0,271998346
109000;0,80365954;0,681949012;0,777112462;0,635967056;0,775313526;0,814453125;0,824766999;0,823327854;0,09986636;0,328793168;0,100123346;0,281147212
109500;0,774928041;0,650467724;0,813425161;0,626419876;0,783254523;0,789576481;0,816440518;0,821922973;0,100174755;0,300627053;0,100123346;0,266858578
110000;0,786800988;0,668893922;0,780864507;0,615253649;0,763440587;0,819558665;0,833538925;0,826137612;0,100020558;0,186986029;0,100123366;0,224455178
110500;0,791863695;0,666632403;0,769582644;0,616641392;0,772255346;0,820963542;0,781661188;0,810923795;0,100174755;0,225123346;0,10029467;0,238486826
111000;0,810521174;0,51647307;0,804250617;0,598048164;0,792223476;0,800541396;0,81993558;0,82075795;0,099712193;0,349609375;0,099849224;0,260947794
111500;0,790321752;0,53713508;0,815069903;0,58773644;0,763337787;0,818770563;0,80228893;0,812808385;0,100277543;0,292351961;0,100363215;0,208419025
112000;0,769171465;0,528603006;0,811831825;0,593242444;0,779194083;0,824904054;0,799410636;0,819147478;0,099917769;0,372378707;0,100020587;0,263363481
112500;0,807077508;0,391781449;0,760048315;0,554501182;0,734426402;0,810375551;0,823053728;0,820072641;0,09986636;0,459138572;0,10043174;0,259097457
113000;0,76906867;0,428351156;0,761770144;0,553826583;0,759996921;0,822779606;0,813870614;0,81647478;0,100071967;0,504420236;0,099883497;0,25611636
113500;0,798082855;0,546540916;0,799239311;0,601177014;0,742084704;0,812774127;0,829735473;0,823259319;0,100226164;0,447882399;0,100500286;0,260844976
114000;0,805535566;0,543893911;0,786723893;0,611045435;0,782226563;0,813802088;0,818976154;0,822299888;0,099917769;0,274414063;0,100191871;0,30802837
114500;0,823113695;0,548751034;0,761821546;0,60059879;0,760485198;0,803865135;0,824115952;0,828330591;0,100174755;0,265625;0,10029467;0,268708885
115000;0,808542348;0,441431955;0,794330798;0,582211141;0,727436263;0,810546875;0,814110468;0,829187224;0,099917769;0,261821538;0,100191871;0,284539461
115500;0,768169202;0,556306534;0,796977792;0,596910969;0,769017275;0,814144741;0,816714635;0,811403508;0,099660784;0,393708885;0,167420507;0,26619035
116000;0,783742804;0,596833881;0,791118421;0,611013306;0,789730676;0,817982455;0,818050986;0,825452303;0,100123346;0,334960938;0,131578962;0,27235812
116500;0,777652141;0,455900498;0,809210524;0,57604338;0,773206204;0,823327854;0,821648851;0,819764252;0,100328952;0,376182169;0,100157638;0,261410356
117000;0,764160153;0,486045428;0,797209092;0,569046821;0,774979439;0,810135692;0,821100603;0,811780423;0,10048312;0,357781678;0,100123366;0,22877261
117500;0,790116157;0,528448805;0,795975532;0,595272662;0,783434417;0,798519741;0,817023029;0,82805647;0,10048312;0,426295221;0,100226144;0,266550154
118000;0,78980777;0,57136615;0,818025287;0,615497788;0,728464227;0,811129386;0,798828125;0,816748907;0,100534529;0,367547289;0,099780719;0,282791942
118500;0,808542356;0,619294815;0,803402547;0,628919098;0,730443053;0,804379106;0,798519736;0,830934758;0,099660784;0,271689981;0,100328922;0,284436673
119000;0,786621098;0,608886719;0,797466077;0,618890065;0,79744038;0,797902957;0,8218887;0,828810304;0,099455178;0,34261924;0,10043172;0,282586366
119500;0,775082238;0,670590051;0,780838821;0,627647002;0,726793792;0,818667765;0,831037556;0,801946273;0,099557966;0,237561703;0,100191891;0,284076899
120000;0,789499383;0,661878087;0,809981495;0,63488127;0,747507192;0,810786734;0,834395563;0,814590181;0,099660754;0,353926808;0,099917789;0,278166115
120500;0,781995274;0,619911596;0,793919615;0,608950969;0,763389185;0,808628018;0,801398024;0,824766999;0,100123376;0,343904197;0,099266708;0,23997739
121000;0,796489514;0,609940384;0,778705791;0,614681839;0,778834291;0,810546875;0,839158441;0,813390901;0,100174755;0,397152543;0,100397468;0,273591667
121500;0,784924962;0,53047904;0,813682158;0,602609737;0,747224502;0,811060856;0,832545236;0,811609104;0,099969178;0,406866789;0,166735192;0,281352788
122000;0,806846216;0,644968126;0,787366364;0,62947805;0,782457851;0,803008497;0,826240405;0,8065721;0,100174755;0,507349923;0,102624734;0,278731495
122500;0,799162209;0,66604133;0,7942794;0,634026778;0,769556955;0,810032894;0,835149398;0,814727247;0,099660784;0,366776317;0,09991775;0,276624173
123000;0,776341487;0,659308184;0,799881786;0,628308745;0,76721834;0,8003358;0,822848136;0,824047421;0,100174755;0,45255962;0,099986295;0,277703524
123500;0,802451685;0,579435658;0,80787418;0,616570727;0,788291529;0,804413378;0,806983277;0,8324767;0,099712163;0,318821967;0,099300981;0,276521385
124000;0,794433586;0,650082238;0,794125211;0,631219159;0,768400494;0,800370067;0,833299066;0,82497259;0,099249601;0,359118015;0,099746446;0,286235601
124500;0,775544815;0,717979033;0,794767678;0,641794304;0,764648438;0,814350332;0,820655152;0,819284538;0,099660784;0,290039063;0,099472304;0,278885692
125000;0,770764805;0,683002673;0,817228619;0,635003344;0,775801811;0,816577574;0,813733553;0,820175439;0,099814951;0,37109375;0,100397468;0,269017279
125500;0,780761723;0,483629733;0,775082238;0,579705487;0,738384046;0,823087995;0,823876093;0,815755203;0,100020558;0,305509865;0,100226144;0,279348254
126000;0,799496301;0,56147204;0,801629316;0,608186424;0,744603206;0,814418857;0,824869797;0,821203401;0,099455178;0,342105269;0,100603084;0,270148039
126500;0,808516651;0,467927642;0,806949016;0,582011984;0,758352175;0,82151179;0,829598412;0,823293587;0,099969149;0,474352375;0,100363215;0,244654626
127000;0,800010279;0,483706821;0,793148644;0,580225895;0,74072266;0,790570175;0,82572643;0,81325384;0,100226134;0,359734774;0,166940808;0,244037837
127500;0,789088197;0,527446553;0,805561271;0,601221991;0,71191407;0,815206965;0,804893091;0,812671329;0,100071967;0,421360999;0,099575102;0,282791942
128000;0,778114721;0,432617199;0,800370067;0,568809114;0,789936267;0,807942703;0,8046875;0,811574837;0,09986636;0,43025288;0,099609375;0,264134467
128500;0,79296875;0,473041728;0,803248353;0,582705846;0,759662829;0,799170777;0,829392816;0,829906801;0,099917769;0,327354029;0,099369526;0,261564553
129000;0,810007196;0,599403784;0,801834911;0,619577511;0,800472863;0,81489857;0,819147478;0,809587444;0,100277573;0,288342923;0,100157638;0,267064154
129500;0,780581821;0,649336964;0,804096423;0,625475432;0,762181331;0,818839093;0,826445997;0,810820997;0,100637347;0,361842126;0,099986295;0,267886519
130000;0,777497944;0,560906649;0,79409951;0,599249586;0,745091487;0,807771385;0,823499178;0,821614583;0,099814951;0,468955591;0,100226164;0,26449424
130500;0,788522821;0,485171661;0,762541119;0,575105362;0,771921258;0,785361841;0,815344021;0,816200654;0,099609375;0,385896385;0,100294709;0,264185846
131000;0,818590663;0,468852796;0,798391238;0,595214848;0,775878906;0,806469301;0,832236841;0,8168517;0,100071967;0,510999173;0,10005482;0,295024693
131500;0,774439756;0,488795228;0,801886305;0,587248153;0,726716694;0,817982455;0,81986705;0,817537005;0,100174755;0,456106097;0,099643648;0,283871323
132000;0,799059417;0,518888768;0,796849299;0,599333103;0,726434007;0,802837173;0,811095119;0,80708607;0,099917769;0,45816201;0,099712153;0,282534927
132500;0,794484992;0,523591705;0,799804691;0,596853159;0,756399047;0,80431058;0,830797697;0,827473958;0,100226164;0,335577726;0,098958333;0,26953125
133000;0,811703328;0,554250617;0,80281147;0,596724656;0,804096423;0,814795782;0,809004933;0,818222314;0,100071937;0,263312072;0,099814971;0,218133211
133500;0,799727593;0,588199008;0,786980882;0,589471111;0,694618627;0,813013976;0,798279877;0,818564971;0,10099712;0,340717524;0,099300981;0,182976961
134000;0,740645558;0,446700238;0,777009659;0,563958418;0,768374797;0,815069904;0,80739446;0,823190788;0,100071937;0,418636918;0,166358272;0,291478217
134500;0,785875823;0,593004722;0,805638362;0,622892679;0,747892682;0,803659538;0,808559487;0,804070721;0,099712163;0,467259452;0,121504943;0,307051808
135000;0,796849299;0,631887335;0,802040499;0,614463401;0,760613695;0,805372804;0,829084426;0,80040433;0,100123376;0,285464644;0,099609375;0,227076471
135500;0,803865135;0,543174341;0,779708061;0,598054585;0,786261309;0,812260141;0,803556745;0,816577574;0,099969149;0,323807567;0,099677901;0,265470803
136000;0,7447831;0,591411401;0,812140212;0,599557981;0,744577501;0,801055372;0,825178181;0,827850878;0,099814981;0,287006587;0,100191891;0,249897212
136500;0,8071803;0,506424747;0,804353412;0,596538336;0,764057357;0,81325384;0,814178998;0,823910361;0,099146783;0,173468351;0,099952022;0,268194884
137000;0,800113075;0,504651524;0,81090666;0,583399723;0,76891448;0,799856082;0,812465732;0,826377466;0,100071937;0,289987683;0,10043174;0,217927635
137500;0,769916736;0,58362459;0,818847656;0,611263874;0,759611428;0,795709978;0,826171875;0,827611019;0,100123376;0,210217923;0,099232455;0,272666514
138000;0,798648231;0,63440584;0,796797905;0,628636416;0,768760279;0,813939149;0,816097861;0,819284538;0,099660784;0,231188297;0,099849224;0,284693688
138500;0,810341284;0,660464637;0,783974096;0,631668894;0,768734582;0,812876915;0,827028513;0,817091554;0,099969149;0,24609375;0,099814971;0,271895558
139000;0,80078125;0,677503079;0,786312711;0,640894841;0,783177428;0,816371982;0,835526317;0,829495614;0,10043174;0,370785356;0,100260417;0,298982322
139500;0,787649054;0,693616368;0,779296875;0,631585374;0,800138775;0,78868558;0,821820175;0,824664205;0,099917769;0,421155408;0,099952042;0,265779197
140000;0,775005139;0,693539266;0,796232522;0,64020739;0,753212377;0,812260141;0,81205455;0,825520838;0,100380361;0,320826471;0,100500286;0,296052635
140500;0,812988285;0,713790096;0,794459295;0,656674033;0,758583471;0,806880484;0,823190793;0,822813869;0,099712193;0,321391881;0,099780699;0,305458456
141000;0,796386723;0,717901934;0,80756579;0,649414063;0,752133019;0,819044684;0,825246712;0,814761515;0,100380361;0,366365135;0,100157599;0,275801808
141500;0,784102593;0,725303248;0,80571546;0,651739823;0,786903784;0,811334978;0,822060034;0,825143913;0,100071967;0,430407047;0,099952022;0,29183799
142000;0,769171469;0,7265625;0,801912006;0,644801092;0,765881989;0,814041942;0,828330591;0,813082516;0,100123346;0,49331826;0,10043174;0,281558394
142500;0,806023844;0,499177631;0,798339844;0,599076123;0,775493421;0,8090392;0,821066335;0,80821683;0,100226164;0,465049341;0,09967792;0,292763174
143000;0,819387335;0,522075456;0,793585524;0,606387485;0,75221011;0,806332236;0,837273851;0,815686673;0,100277573;0,406609774;0,100260417;0,290501624
143500;0,802605882;0,544973269;0,80355674;0,606605932;0,761821546;0,81955866;0,834532624;0,821991503;0,100123376;0,366827726;0,099917789;0,275287837
144000;0,795307357;0,536955174;0,788548522;0,59901187;0,76937706;0,825520833;0,794133773;0,831243152;0,099712163;0,390727788;0,100500286;0,275236428
144500;0,789859172;0,232755952;0,808645148;0,524902346;0,741956212;0,816543311;0,825966289;0,829221492;0,099763572;0,168636918;0,100363215;0,268349111
145000;0,799573399;0,308773637;0,809673108;0,551449429;0,75912315;0,799513429;0,818153784;0,83233964;0,099455178;0,299033731;0,100466013;0,287777573
145500;0,769299962;0,39173004;0,79875103;0,558998506;0,748123974;0,810478345;0,808559487;0,828638981;0,100020558;0,2421875;0,099814951;0,27621299
146000;0,805098683;0,43665193;0,797106292;0,580797697;0,73596834;0,830523575;0,822265625;0,830455045;0,100174755;0,331517249;0,100191911;0,284333885
146500;0,790630139;0,578150705;0,799804688;0,609130858;0,792094983;0,823499178;0,81671464;0,818016723;0,100277543;0,356136918;0,100123346;0,267937899
147000;0,784770764;0,591051601;0,806640629;0,619166323;0,768785972;0,819901317;0,816303457;0,818564971;0,100123346;0,376439154;0,100226164;0,294202298
147500;0,786723889;0,483090051;0,821134865;0,597238641;0,766318869;0,813836351;0,82226563;0,828776037;0,100534529;0,378546447;0,099917769;0,29800576
148000;0,769993831;0,599737875;0,828878835;0,622200943;0,778551601;0,81363076;0,798622529;0,828844572;0,099660784;0,378340855;0,10029467;0,29019323
148500;0,795435853;0,654296875;0,806674888;0,633938968;0,77037932;0,815035636;0,832716554;0,827097038;0,099712163;0,452919424;0,099986275;0,279348254
149000;0,794356499;0,681357935;0,769873902;0,627533496;0,744243421;0,793962439;0,833847314;0,809827303;0,09986636;0,283511519;0,10005482;0,264545649
149500;0,802425988;0,707056947;0,794956138;0,647347429;0,782817643;0,820072641;0,829495619;0,819078947;0,099506587;0,28125;0,099849224;0,284950644
150000;0,824527141;0,569284529;0,795470124;0,613482558;0,788085938;0,816817438;0,807086075;0,830180923;0,100277543;0,150185019;0,099335253;0,264648438
